ID,feature_vector
98030,"{-0.6889669742940613,0.2711818072899407,-0.9898237022370576,-1.8593787666851809,-1.064000946077443,-1.0111200602662624,-0.8754366938692687,-1.351705877504688,-1.821224175007139,1.1868736776137017}"
98031,"{1.8856231172979907,-0.8923208405222656,-0.7683551403866782,-0.2097673837793881,0.6819213044522798,-1.2215764739904502,-0.625429681532244,-0.1981784583744628,-0.6206967443233087,0.704732738600281}"
98032,"{0.0754490581774475,-0.7239313892965864,0.3235301228254399,-0.9528723991092668,0.8136630360393022,-0.5925025274511921,-1.2169938548940198,-0.4717160545108576,0.8968950403453761,0.7684493544287208}"
98033,"{-0.0191612411153367,0.2907005805191719,-0.0022089892975756,-1.5715705845316972,0.9333584824419362,-0.3219161194896138,0.8036809225636231,-0.8091671045328818,-0.5395866406147278,0.2048651136013589}"
98034,"{-1.7884511182703593,-0.4737409007033123,0.7002043492530218,0.3460935862680293,0.7767539333678545,-1.0384047168760755,0.1450225091619632,-0.4746834183094844,-0.3240829485665508,-2.341558143618052}"
98035,"{0.1908232335518721,0.4118641941342774,0.5736745426914824,0.7887089227215126,-0.8954165867997039,1.7558657720475694,-1.4013968690309648,-0.5341370178301585,0.360276566399003,-0.1333995043435299}"
98036,"{-0.5562069080505431,0.7067815425192452,0.6214523909231957,-0.2322843438044911,0.5974838870466997,-0.7592125521204587,0.8473126780761698,0.3352170488128732,-1.9261098482875811,0.5785363273826668}"
98037,"{-2.886176557506428,-0.8676871355987332,-0.2890372419511603,-0.4446367032910923,0.6801181654257685,1.183075316848717,1.2708346809661413,0.6623271024824332,-1.992391308017196,-0.0177786571769159}"
98038,"{-0.1766510846558004,0.7755118063352987,-1.8484383286036887,-0.7369670307086919,1.2563039574449384,-0.3387730374306844,-0.0049075465988562,-0.1916018340321599,0.5109378585192972,-0.633914560917204}"
98039,"{0.7350147222984951,1.5534853289795774,0.0028270913406072,0.1388166705909088,0.3598210877198696,0.3442519558039131,-0.2953989539735999,1.2889163186165438,1.448518316771392,-1.2966037261154877}"
98040,"{2.822228311232504,0.2350569371624132,0.1200524669014393,0.2779623897743231,0.8165615454677556,0.0544970685029399,-0.1897813519738012,0.6943444973666107,0.9753792993877703,0.3181107271048088}"
98041,"{0.3639017343724037,0.4071053239167974,-0.2618748925271181,0.5094115057771673,-1.4180688656717233,0.336897806693299,-0.0488617240968538,1.4265780401983648,-1.439717309026786,-1.8004948285324118}"
98042,"{-0.1469724435246119,-0.953123682655298,-0.4697617983560309,-0.6843393353167638,-0.0747460051004492,1.4081381582353985,-0.340390192829317,0.5242903742108211,0.0320447057263113,1.1459274112388351}"
98043,"{-0.0549358764277468,-0.8743590773053235,-1.0830712698644591,-1.3185845549214483,-0.2182266216832506,-1.4922435662929836,0.6179851861045131,0.5190036603545991,-0.1107509713304262,0.0461591815282552}"
98044,"{1.387017217282536,0.2115426716365423,-0.0001741496518352,0.7258693452502213,0.0433313741605922,0.3160135156417165,0.8981685933184972,2.105828343394697,-0.098331774498764,0.920802477045016}"
98045,"{0.0847569608438143,-2.959194799961496,-0.465734471630517,0.7167620277507069,-0.86471999685215,-0.3631399638643432,0.1431416124157585,-0.8187232042081333,-0.5754898230040371,0.6879485727028818}"
98046,"{-0.7816420722870862,1.2183866815582896,0.477734152098233,1.633054659222256,-2.5335239565248577,-0.3252905093818104,0.2609259781580823,0.1714828795087128,-1.4418603873169311,-1.0460607099106394}"
98047,"{-1.0641843922372645,-1.6598922752431746,0.0561494227172686,0.1403262097394464,0.0340605824647299,1.186419938181265,-1.2803116583958034,-0.0462795408556547,-0.7261123362168269,0.186618528129557}"
98048,"{-1.002091508084284,-1.2406836548696587,-0.7559761545384213,0.7585479653964248,0.8146000054168547,-0.988606010791528,-1.2234906855611116,-1.178823437643738,0.1318058172835866,-2.4930172077405315}"
98049,"{2.452759226603089,-1.8308939476960524,0.0264804001726475,0.0124311602205141,-0.7319781048951891,-0.0975399502889776,-1.2332996061313413,0.4564830082789871,1.2014246248879985,-0.0482381958363808}"
98050,"{1.430018895014605,0.0709341659014123,0.8273595594304616,1.848536122869224,-0.959276080946741,0.3734207418380244,-0.6512746403552462,-0.2516896816925653,0.0897121255615458,1.907407959530456}"
98051,"{0.8041349426247665,-0.8665122018313596,-0.7014284770577249,-0.7303308373459042,-0.7573245417662182,-0.083222745088924,-0.9422243077699056,-0.4324528505919843,-1.2120989035130023,-0.6628147574285949}"
98052,"{0.4877774306388071,0.7280846833822467,0.5068924962523483,0.4742789265325712,1.8578442317094,0.120983317553222,0.3073952714824501,-0.1215590422252489,1.6881204014575977,-2.342440529172079}"
98053,"{0.0663929516463422,0.8293713125008176,1.048502876107617,-0.8564939438434677,-0.4445384651195669,0.1182923239450101,-1.7842103811613366,-0.2473711360836298,0.2275888476403977,-0.3307249568101794}"
98054,"{-1.2623439399024212,-0.076314259031018,0.403658146425404,0.9342768199070725,0.1289988495857894,0.7173068788224737,1.235843919335182,-0.5372894322346513,-1.8071216517853248,1.387129869626916}"
98055,"{-0.9216888234919836,-0.1015977619265871,-1.3020248633530576,-1.3922875149787308,-0.0870585505090191,-0.9679520664288486,-1.5081655346011371,0.2017323410684715,1.5782400841043005,-0.296764000575096}"
98056,"{-0.066785868500761,0.4335537968074249,0.0273770019205615,0.9705894976003734,-1.6555388307404082,1.7965288962131458,0.6212370174028435,0.2712135496183877,-0.6657515113913898,-1.499927071036855}"
98057,"{0.7467918712575288,0.4102898738050588,-0.0021737950124858,0.2338427388269747,1.0111402606578788,-0.6004635959012512,0.8084301230221143,-0.429187723805467,-0.1429499246677406,1.83786892317064}"
98058,"{0.422366876963814,1.0747681057211371,-0.5482925947602125,0.05363025545837,0.6615892620446002,1.1591797077832218,-0.9075453981511064,-0.7283211087813398,-0.1066350069150268,-0.0961936208107741}"
98059,"{-0.6351793469233126,-1.464476747051247,1.9928045487923225,0.8700439031171833,-1.0144975552976858,0.1945295334370696,1.7227267434421834,-0.6533096713971436,-0.3912858679733358,1.2115901501847386}"
98060,"{-0.6590834410681955,1.8082256463257056,1.1935106116582754,0.0577608126852629,0.7028194746129476,-0.9766821691174318,0.1537608947246067,0.6784526689312259,0.7193264241153575,1.440735650260423}"
98061,"{-1.8230509737640177,-0.7479116136057178,-0.7268021698048492,2.5182161178386564,-0.9609443891221464,-0.7197753353355173,-0.552245073428088,0.1689493242438517,-0.5016753281512352,-0.2322818302336237}"
98062,"{-0.5916706929304797,-1.5607481598801196,-1.9154908524893344,0.7583931195617001,0.1693105248060251,0.199526117664206,0.7178261465381549,1.2853513348368504,-1.3268070177460318,0.3701941014562016}"
98063,"{1.05587595062582,-0.2633892786673658,-0.3849407090056018,0.8047387477209158,1.616919254303637,-0.4063060334969236,-1.0103139900221223,-1.5951821462312328,-2.46065917088308,-0.9344471431082888}"
98064,"{-1.650611704077415,0.8305213713414199,0.4615928506555647,-0.1083729116578094,-1.7740917093310522,1.9049509401032287,1.3268808852063467,-1.2459193405878588,-0.0781231255011088,1.2108067531501985}"
98065,"{-0.952984507947951,0.4357883511698129,-0.1178404399178111,0.5262402830621354,0.4422013912731434,-2.031936981044039,0.3171460373339861,1.2856471499141977,0.4216983812995018,0.3038158067563131}"
98066,"{1.402580926043831,0.8628017688735784,-0.1253262215864511,-0.5455279392985475,0.569754369427427,1.2577433474112565,1.4709091540635812,1.0386086212853685,0.0624341787119015,-1.0835945584513698}"
98067,"{-0.1364621216244419,0.5112118046553217,-0.100292719215287,-1.1136654799477006,-1.765058213295318,1.3606565358371827,1.5866521867215484,-1.0588538393536715,0.8507786942615007,1.722971501010668}"
98068,"{-0.2870140822874524,0.0906109118412228,-0.7484203593962498,-0.9845706418627606,0.3699084271977924,1.3191735637223223,-0.6855790901793465,0.5760000162489461,-1.1003398307605177,0.6023478361872457}"
98069,"{1.2224669650880724,0.2530536832304366,-0.1189932101045598,-0.2192895738611159,1.6353351298746888,-0.3006544690407961,0.0460835779703137,0.5728287790528908,1.3139955144694542,-0.7402790453537965}"
98070,"{-0.3008998487209019,1.0378544932145064,0.043831200342428,-1.100124777611346,0.9294229210931476,0.7088329381942787,-0.6682231711917092,-0.5947836240817175,0.909745593521982,0.0855810973620241}"
98071,"{0.6265255067595691,-0.0657063789636813,2.904697503714802,2.189510223686196,1.7184533742673007,-0.9517901831451494,2.529407231538343,-1.400875939162749,-0.2201430439805646,0.0860055345682369}"
98072,"{1.0863761562330232,-0.6091002160324451,-0.6876211571289924,1.0877752819188793,-0.6570398992212866,0.4736772777558384,-1.571912877498573,-0.8875942095647775,-1.0809286793403716,1.3277391674662054}"
98073,"{-0.6189596909691644,0.1559435782736059,2.713474388646995,1.6607772833325247,0.6603897300919654,0.3550928027967617,1.3458977661941895,0.346852130576021,-1.2106369231441465,0.916584562919503}"
98074,"{1.393701913134064,0.1554949285420362,-1.1718569977817943,0.1216903685336402,0.7333417863823534,-0.007257717816671,0.8153406396692836,0.3428172709465178,0.5707523533415804,-1.476809396624353}"
98075,"{-0.5102042818436513,0.6376014106371304,-1.0343489357228974,1.357067347568446,0.0811709434760611,-0.3226648107258768,-1.2557274386433748,-1.4878792454652097,0.3928669044298652,-1.5901881936332412}"
98076,"{0.137295805638639,1.3375883848395715,1.2581691358128329,-1.0469125238406836,-0.2898406896871232,1.810295296426493,-0.3207130615409203,0.3960384207118598,1.0076547673627927,0.514849002024061}"
98077,"{0.5916197835749248,-1.0939788840273208,-0.1643685362306439,-1.9089954571362333,1.4083733918622476,0.1701376333516571,1.470115172064399,-0.8471021506439351,0.9540647593832848,-0.3660956084929327}"
98078,"{0.7037257732215367,-0.4299619834012523,1.555616312749208,-0.0154708394230903,-0.577503380977006,-1.400013084577023,0.0672738152589287,-1.5724560268179697,-2.261258461585558,-0.6927777492049141}"
98079,"{0.6736007363703803,-1.87447684731064,0.885692309590241,0.5149979381006298,0.0456934364154667,1.9654116096320065,1.1663835282620107,0.1306029618876307,-1.5265137833982445,0.2744393248963691}"
98080,"{-1.3353606620012437,-0.7422089874126897,-0.1623825315105085,0.790259044276313,0.4460716575621266,-0.903476761819048,0.0050971602856362,0.9291522349865414,-0.624828287750629,-0.7173607149579414}"
98081,"{-0.3510249568994983,-0.0403724594238629,0.6137091874258638,0.7817024521982232,-0.3132014581038414,0.1945311386303162,0.44979765757628,1.70631334357414,0.3250649232490944,0.3866269023587746}"
98082,"{0.5848129847934287,1.425590667707975,-0.97667179431401,1.525378924029838,-1.553619612271599,1.0496635637618537,0.3622870335403789,1.3190359600885506,0.9152836073450582,0.3329292781797267}"
98083,"{-0.0529528505011916,1.5715385694779282,-0.8535334474541197,1.2834464173065998,-1.6352418966313278,-0.0073548020223429,0.2241287419824834,-1.4328444414735697,1.4030916728051677,-1.023938732150362}"
98084,"{1.618326258600694,-1.5500285236997704,-0.9830114384391824,-2.2818825579559845,1.0513963215600466,1.0386064205712402,0.2886104272407112,-0.5428555498536486,-0.9938522975009636,-0.057470076187541}"
98085,"{0.20856503581391,-0.6519835783128634,0.9968918782755188,-0.154600158724622,0.3315281938580948,-1.9659793875925995,-0.4152062890304754,-1.6360981486417658,-1.4941351929082465,-0.2680232388636149}"
98086,"{-0.5571284446990706,-0.5771603387175653,1.957316097727908,0.7604937848059873,0.3625562656784014,1.6398294952406962,-0.48394687453608,-0.484125266617255,0.1625537972217746,-1.812865738281045}"
98087,"{-0.975452833933108,1.06243474993038,-1.4738839571189586,-0.4712773530737371,0.8640548975863458,-0.1994852181964948,0.5754855567855431,-1.447752870761756,0.0853471858680961,-0.7233085292442416}"
98088,"{-0.9048047166494874,0.8259090244678153,1.0106082727371268,1.866782449974233,-0.3360737911114406,0.1450856665004511,-0.0752369014846588,-0.2045081088500853,-1.3028943493208631,0.4297103275641495}"
98089,"{-0.8451335418523269,0.2195872923830857,1.5982342130971146,0.1101575726344878,0.3527615636288772,0.2821569985122462,-0.9910682983477884,1.3337785359812722,0.2549836641832388,-1.4361809332373972}"
98090,"{-1.562235957630648,0.3939844800653764,-0.5586779804234369,0.8293948321665345,-1.2309684520724686,0.4991482680404622,-0.8761966442883806,-0.2193928261627917,-0.349829764638554,0.5560691934971909}"
98091,"{-0.1703383591657772,-1.807774407555257,1.64173570970939,1.3124165478292869,-0.3038318953691987,0.538893110468803,-0.913667857764948,0.7088863233406575,-0.954636779425139,0.4940064443941458}"
98092,"{0.190786107199266,0.2764458708693151,1.1961291624679025,-1.0660432809159368,-0.0850064906337843,-0.6825924568485675,0.5011408478461606,1.074292346964163,0.3125354742314272,-0.3662529112287131}"
98093,"{2.1559783601491094,-0.9362524592483688,-0.1254102704440072,0.6005646083296955,-1.4066642808541108,-1.31006519166644,-1.8758684631011333,-0.9474946785775418,-1.9442982941371247,0.988464278640016}"
98094,"{-0.0530226773014696,0.531859896465274,-0.6322242042466723,-0.9310413424664232,0.5712206467042051,0.3498037397843023,-1.077483043835394,-0.9404532103295244,-0.8990892557045165,0.2561101817175817}"
98095,"{0.8210309492402657,0.3894458634203132,2.737906656920524,-0.761568433265365,-0.7089802294846171,-0.208790956517633,0.59510814643651,0.2132595220818134,-0.0018033842848439,-0.3905022294116888}"
98096,"{-0.8767946340139415,0.4879910513594267,0.201753766305967,-0.8629293735225096,-1.1424511022170032,-1.4627968845188546,0.1944157011019947,-1.9976371139832905,1.3057422134905208,-0.1111896119281644}"
98097,"{0.1360005868131454,0.78573471338439,-0.8877177195485503,-1.0593493353938628,1.5570260003926872,1.5762453317598917,1.1074580552613305,0.8665985598312577,0.6197775268920085,0.1338568096460415}"
98098,"{-1.6599625382967458,-1.702079734062296,-1.5456099250708772,-1.705450486038017,-0.1831008776708364,1.2461676327441191,1.0268035400813955,0.5584682670037482,-0.5596475626083699,0.8159532167830628}"
98099,"{0.7249870905838633,0.8973806120857,-0.8490488224175476,-1.1688445386829167,1.1038621727333344,-0.3288903669062182,-0.05565467139432,1.362210361017585,-0.6509121315915486,-0.4538293305695826}"
98100,"{1.1640332314063515,-0.2315325382644997,-0.3528982002463482,0.508494046810408,0.3469146407338804,0.2185864405980967,-1.0951748250604745,1.1137902092713503,-0.6702743141964015,1.5240395892488523}"
98101,"{-0.2288258467045799,1.4057372221099615,0.0043132459972527,-1.1082303999187948,-1.157438794675485,-0.665725480472025,0.0864672231958497,-0.4474847391757457,-0.3422735205354352,1.0006808340566318}"
98102,"{0.0637190923962372,-0.0805404391870482,1.0611645279840671,0.983439898224503,-1.4851888982903407,0.591365909420145,1.3996323367522814,0.1220903347904063,0.0421447600591065,0.6250921345211481}"
98103,"{-1.2716939233614697,0.7166593755865294,-0.4079737507163076,0.1837327573671856,1.222174634524818,-1.1153084662666015,-0.9215399662271896,-1.8874250829983383,-0.4426047491292058,-0.4699443767741046}"
98104,"{-0.0861787138167197,0.709050553211971,-1.2849070250808443,-1.173125708428731,1.2243486030245991,-1.027337258018934,-0.2592261140131704,0.3377740436584755,1.305887937095943,-0.2974362862919864}"
98105,"{-0.1426439835169374,0.4377147803054421,-1.1534577120680518,-0.4666971760523342,-0.7352263750581092,0.6434927883880959,0.1500846034999218,-1.1933670313063842,0.2024195450500496,-0.6774026870916136}"
98106,"{0.0158639046919102,0.9047569523120808,1.1562056012434585,0.3271213229932867,-0.9920656070459404,-1.0497958110071808,0.1736867236523786,0.0709235173036228,-0.5034707154036937,0.7150077793411744}"
98107,"{0.829417858289661,0.7622375209221047,2.262002397592804,-0.9367088308011384,-0.7620907265713396,0.9152581889443586,0.5049763218255537,-0.0825347462070995,0.9436095832853318,-0.0496382330770768}"
98108,"{-1.6050538865683504,-0.5062918287444155,0.2735795281520891,-0.0094168964938213,-0.9856263493098883,-0.1312797442055202,-0.8808092616152369,-1.5608361264732626,-0.8513058469126307,1.5158898731742372}"
98109,"{-0.0850989525208376,0.5804156617890285,0.5545192998393522,1.5849844419443382,-1.1427807605307374,0.6878749732483599,2.5979192085152345,0.7821226275791622,-1.373719300676349,1.0341649775858597}"
98110,"{-1.9248560353161053,-0.2276199346213167,0.8724747363941695,-0.8581776046728116,1.4014773611490488,-0.3611915827328033,-0.8125306582346784,1.690518106047925,-0.8934708276512602,-1.2139907233963114}"
98111,"{0.5270457484570694,1.8277566708759647,0.7077617537912735,-0.7128792662224653,-0.6078712392002674,-2.2711751118876147,-2.012485921845256,-1.1737454352706458,1.007083870695449,-0.6646775329257515}"
98112,"{-0.6826895850886832,-1.295712389713505,-1.261107168185641,-0.2074255441065975,-1.17402809813481,-1.158019449340264,-0.1508187076887736,1.1129846081284478,-0.5745102730011731,2.219735389296375}"
98113,"{0.1343219686136832,-0.5077959561886121,-0.4540861863489674,0.3073928622833311,0.2634787438327837,0.8577781312847482,0.966733793269364,1.2088158561103626,-0.3312858653683024,-0.1889398107306225}"
98114,"{-0.5659917371739611,-0.4492699678493597,1.087797241635316,0.0499798348944979,0.3890704935100502,0.0551373005663486,-0.2722605237982725,0.008888264135456,0.5016435001360706,-1.538387119196911}"
98115,"{-0.4020123189995678,-0.7551695810620117,1.054178069158894,1.4053017191269208,-0.7976707415936162,-1.299443798969618,-0.0255470155276403,0.3770454044274352,-0.4281829322893089,-0.3096638322773556}"
98116,"{-0.6624740287671252,-0.0025184903667391,0.0749880117188523,-0.1603599999537923,-0.6709594535055984,-1.148600876136529,0.8861265431713027,2.836808422532738,0.077601308475381,-0.6359469666748433}"
98117,"{-1.7105466529632911,1.336037835158984,-0.0531070129690994,0.0452213307972583,-0.8204542985074669,-0.6371555992326472,0.5271617234532142,0.2311739795727579,0.7252739109374094,0.0473569309804924}"
98118,"{-0.2164577130648033,-0.243172193559899,-1.1905111605961431,0.5451318418883688,1.539907283001241,1.1636483066249872,1.8006921760479646,0.4399948684454846,-1.4272265318756885,-0.0867195987356626}"
98119,"{-0.2384199896403233,-0.5386450807311151,1.1071705206897966,-0.6836869148275693,0.9978638598518722,-1.77979390698787,-0.3996718749650776,-0.4785172375512717,-0.2155333256203153,0.4918027076528721}"
98120,"{0.4533707838780518,-1.5808303847606453,2.48361122672013,-1.524555813005903,0.5506976814210864,-0.6985689426159336,1.033069541920197,-0.7761920237176159,-0.4692063573046371,-0.352064762665951}"
98121,"{-0.1578140712852844,1.2090727808635708,2.352773001239307,-0.3305244770122191,-1.5990137008488663,0.1684978862334128,-0.0230400717154262,-0.1416092942615102,0.7711250355795,0.1944378944707639}"
98122,"{0.1910667449500379,1.6601922792610986,-1.026769007631702,-1.8287492780183507,1.734248808160456,-0.2451344365533306,0.9525044513098424,-0.240359128523705,0.0230964900264699,0.2961529018289903}"
98123,"{0.8070603565520701,0.1315945372723039,-0.903720154415998,0.4084893611009035,0.848495448925311,0.0977735503423831,-0.3862247220525554,-0.6189422332398379,-0.9838285949333492,0.5645016577402504}"
98124,"{1.9722866794560263,0.2933019611847454,-0.0290393147124423,0.7884664015337357,-0.7980172845441933,1.5182395909466442,-0.3389017612754086,0.6663136676459236,-1.3632009803128566,-0.4235385693519963}"
98125,"{0.3961400517239118,-1.5058693374803462,-1.245358854993133,0.80105370619423,-0.7099795482278766,-0.8978007954433574,0.3014965698809834,1.5273142759742646,0.1848421085259989,-1.9813768460232248}"
98126,"{-0.7028049353281625,-0.0486882763886954,-0.0281426553925437,-0.2293194233272179,-0.3209558091405097,-0.2906932390928437,-1.371965937434366,0.977737715077792,-0.1131167015456586,-0.3989165438796883}"
98127,"{0.8817614085463218,-0.6745521462967798,0.6303842852623436,0.2599779734969881,-1.745030259590276,0.3440794838286301,0.8771416832469054,1.077928061941826,-1.0811458307688708,1.9921215174895848}"
98128,"{-0.2359550261950961,-0.1520914551906442,1.1398782855061862,0.0571762017548353,0.3902391035898494,1.1879944539763705,-0.5419205697863048,1.8461585375372864,0.0190562354143774,-0.2596866496721061}"
98129,"{0.6183669948538436,-1.1540925826638633,-0.2822045870981849,-1.8406263497845867,-2.0912056101709378,-0.1189772195496794,-1.2893409649822851,-0.997654698585378,-0.6789422620481512,-0.3446928203304524}"
98130,"{-0.8107075763716095,0.23863643867274,0.1544100410494843,0.8978128597230156,-2.109353283483621,-1.8017793052069853,0.6851489066695192,-0.3997447904016514,0.4397780927958508,-0.7722367516277748}"
98131,"{-0.0902916541232294,1.8808088187833367,-1.3448074153358909,-0.9825803648756636,-0.0699463473824505,-0.9471506581281262,1.0962487839867738,-2.6463932361354003,-0.5911406380174956,0.565973111158249}"
98132,"{-1.331321861017616,0.2377800710348791,-1.1302532195513812,-0.5202395435954054,-0.2335150893316108,-0.8782790573096151,0.6925785634848607,-1.889808113759656,-0.2428091609544133,-0.1748456946004307}"
98133,"{-0.1862792688619482,-0.3782524955513638,0.3392645608141524,0.2273959676294779,-1.551733044139601,0.1035541295288855,0.9227302688426764,0.873364151940999,-1.4995944634664642,-0.8981954070836482}"
98134,"{-0.1757461247707299,-1.3734167229954406,0.6780929042735963,-0.4901894552472411,-0.5197173802815891,1.005737954959384,1.303826169210191,-0.5322948480434949,0.7826834118924267,-0.3268830011441234}"
98135,"{-0.2593076542755287,-0.2075490409524659,-0.9432849572187512,0.0560586456789696,0.2062355502563475,-1.239848299704304,-1.7404179791906833,-1.0809487977491592,1.253203619263617,0.2082737281800907}"
98136,"{-0.2636143630616183,1.0067902514914686,-1.09301168647642,0.3142667446467047,0.0685813285840182,-1.1111580858493997,0.7348726832784239,0.0683349884587583,-0.3507770264000979,-0.077706516008875}"
98137,"{-0.6624866533297623,-0.0429304665871037,0.9431933111292042,-0.7671814712469351,0.9825153553658998,0.4510779524497287,1.1922808388252082,-0.2121602240247926,-0.3827752478669557,-1.357552723431506}"
98138,"{-0.4167712585828363,-1.0238277416168746,-1.0640904387434549,-0.2726902458626424,1.322729547139765,-0.0416236317986166,-1.94009542799564,-0.245027541202048,-2.0597302211136026,0.6229426629077727}"
98139,"{0.7005036759598396,3.0933549815488406,-0.7960196454912215,1.2947204028023895,2.2054293768686533,0.266934798957851,-0.1247310732844359,1.8401501582074349,-0.1479146996515805,-1.135590376133288}"
98140,"{-0.4175681377741604,0.2728754600540873,-0.0269636647061732,-1.0259661228838153,-1.037880032785127,-0.6833179309839843,0.5772311908870535,-0.8613526705289136,-0.5126386737270839,-0.2981578282576613}"
98141,"{-0.4468279821276982,-0.487329806694751,1.0315499595192867,-1.2912393347404214,-1.001761115479391,-0.5048156839368129,-0.2049003363585224,-0.6810638675596407,-0.700483636656271,-0.5939965779122302}"
98142,"{0.3922727274833525,0.2037148468038925,0.8704864552546212,-0.484829119658945,0.7842283269994093,1.045484505988221,0.585279289212644,0.0896128855215234,-0.3915032387334066,0.3199196620538881}"
98143,"{-0.7195120922369852,0.4058318410607804,-1.519713064794183,0.8991839994220303,0.0296600186439926,0.1245046559587376,-0.2980266336379588,-1.4192397709199962,0.8368507527072431,-0.0730134236041351}"
98144,"{-0.1622988971111076,0.1211920243007597,-1.3850263222668546,-0.5185810801918955,0.1958719026557189,-0.0881099080218822,0.7557116416668352,0.2374996479158659,1.299564117068941,0.7881342772754463}"
98145,"{-1.245617703163926,-0.590915642836683,0.0293032527946167,-1.065543179779867,-0.336610843821548,-0.6649658152802911,-0.5168795022335287,0.9103524150650656,0.6675059770851347,-0.4001962651763397}"
98146,"{0.4765764380722572,-0.0581053818409906,-1.437464974849877,-1.0010764227095672,0.2649698705069356,-1.257380215559744,-0.8889323972502238,0.2577620422838659,-0.1862617887459844,-0.8995670777174148}"
98147,"{0.0296593387318306,-0.1744709148389013,-0.9119307347608244,-0.7086661587222362,0.1842645419513356,-0.5825079150514763,0.1218778725813514,1.219354878957622,-0.7837870058911365,1.3136549663487636}"
98148,"{0.5244908602520483,-0.1835432882276522,0.6722026196718288,0.339826469303918,1.1986784276360638,-1.1754124826583114,-0.7448336210182595,-0.4985309689358744,-0.3095906693288462,1.5134213004296946}"
98149,"{-0.1114638790399312,1.2189087783183747,-0.9135652789526452,-0.1235860770095564,-0.6564244860143877,-1.2839292608086317,1.1691138707906004,-0.0964706910385916,1.3859880198543957,-0.0485537798050531}"
98150,"{1.0823749038950108,0.7564893005798046,0.1470071738300932,0.2594903177779212,-1.4874550122744488,-1.8349969521301868,-0.5135500023962551,0.2902763043932251,0.5517356443776317,-1.5190554560765903}"
98151,"{1.0088148307454303,0.6106562059417965,0.4734087983825137,-1.290661688933475,-0.3153043449740312,-0.9145366065165028,-1.1956420700475154,0.1559775655290717,-0.8255883261459752,-1.7015107891685948}"
98152,"{-0.3506026478011265,0.4778796390822232,-1.235563635680528,-0.3923035347666406,0.6279683760157542,-0.0883907196414979,0.2738200203487834,0.5984700377423088,-1.482401022594187,-1.1054343888049265}"
98153,"{-0.3498763014288878,1.3042293163003271,0.8560514715462969,-0.8401183360238477,0.8364232270184013,-0.373233226962168,-0.8250506976862209,0.3371811111882163,0.3761491008022491,-0.4369313605804608}"
98154,"{0.0426088804554367,0.5478061244663857,0.2817508188693244,-0.0588468172831458,-0.1256753008595096,1.6242091962413607,0.9768807729140372,0.4209401657982718,-0.6330998844413823,1.850993281510052}"
98155,"{0.5387794643531101,1.2983158166635198,0.5875021851856095,0.775629993632842,-0.7220232861175739,-0.4217964139596108,-1.6960303718361314,-0.0008852997318766,-0.464552343636431,0.0630824551889312}"
98156,"{0.440184444348955,0.1491450007095998,0.7701329220522741,0.1230986647733948,-0.9483284661647567,-0.2484889885239193,0.1289674610241131,-0.3442328480675006,-0.291334735133322,-1.1114067496547386}"
98157,"{0.5350806266506654,-0.2833265364881473,-0.2949716808462829,-0.1837659412409279,-2.220939406232848,0.8798136510236305,0.703458578061965,0.1313983167804482,-0.2874787815308827,1.3233530439297576}"
98158,"{0.3530181504689034,0.8480042880936891,0.5617630023258573,-1.405949545214615,-1.914316180979192,-0.4168700660355957,0.0220765093490526,1.259190306758614,0.0590873765729884,-0.292303659350548}"
98159,"{-0.7482537538825134,1.2223466622214578,-0.2839395892375347,0.544726735574293,0.572003851680939,-0.7680067101504947,0.5520530365798857,0.8091767867475264,0.9641008953562198,0.3254828920159504}"
98160,"{-0.0263021331202294,1.1148526914636343,-0.3345589094905492,-0.9538929234762854,-0.3435184872502284,-1.5608329085760495,-1.050431240945393,1.8236107784917124,-0.2087549062781285,1.0117502760443675}"
98161,"{-0.1419992937975432,1.8172093113761567,0.1985379389351164,-1.4470884653248055,0.2143989261519687,0.7607228099806483,-0.7849425783741821,-0.3477440844714194,0.3519089926563836,1.0914723466432386}"
98162,"{-0.9611322446066052,0.6505223289435498,-0.8617193642658088,-0.519937197311017,-0.9876784489961228,-0.8584198391491065,0.6104101186331357,-1.163901623377301,-0.3306014678534304,-1.6674808998943993}"
98163,"{-0.0200457866056361,-0.4396640562604328,-0.0065811214264893,0.1253066847738454,-0.4717383403720617,1.2594680549178632,-0.7373726057785573,-1.0872297017963757,-0.6254272782611053,-0.647635421427993}"
98164,"{0.2087592530062637,0.1691974431108229,1.278490090702721,-2.6960199079017,0.1654324131732806,-0.9398594493498592,2.5076763368262744,0.0722828634951079,0.2738981400514775,1.159802324177512}"
98165,"{0.7436562209070462,-0.0401180471807388,0.112116820562527,-0.37715435717682,1.9368557741980783,-1.4827590431391569,0.3728386091457034,-0.1626004687232638,0.2509797982604422,2.1991920223441803}"
98166,"{-0.0450506823051235,2.150612745073155,-1.7740707286362565,-0.4401519258755856,0.1674495801246191,0.1559716050503851,-1.2423378373791654,-0.1359475053007049,-1.8761817526671232,0.3247851909354311}"
98167,"{-0.0334230233226437,-0.1529215393665534,1.1502995693450186,1.4097578178979375,-0.407527624007919,1.3273538695894385,0.1276632049361815,-1.0776896557312374,1.0395976897429449,1.331384197008438}"
98168,"{1.1560679287097086,-0.6636583778022404,2.169995704681267,0.0266048888694041,0.2607328527138056,0.9858779760739452,-0.042707112642592,-0.7162568647381063,-2.508201279770268,-0.5463368431844782}"
